ID,consentimiento,sexo,edad,universidad,disciplina_OCDE,sede,frecuencia_uso_ChatGPT,CT1,CT2,CT3,CT4,CT5,CT6,EC1,EC2,EC3,EC4,EC5,EC6,CC1,CC2,CC3,CC4,CC5,AC1,AC2,AC3,AC4,HE1,HE2,HE3,HE4,pregunta,aceptacion,comprension,satisfaccion,usa_ChatGPT
205,SI,Femenino,36,Universidad A,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),4,4,4,5,5,5,5,3,3,4,4,3,5,5,5,5,4,5,5,5,5,4,4,4,5,Me sirve mucho para redactar textos  con mis ideas ya planteadas. No lo uso para hacer trampa. ,4,4,4,SI
206,SI,Femenino,33,Universidad A,Ciencias Sociales,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),5,1,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,Para hacer una investigación ,4,4,4,SI
207,SI,Masculino,45,Universidad A,Ciencias Sociales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),3,5,4,5,5,5,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,3,3,5,Para comenzar a redactar un trabajo de tipo imvestigativo   siempre me cuesta comenzar a redactar y gpt en ese sentido me ayuda   no necesariamente haciéndome el trabajo pero si para comenzar a ordenar ideas ,3,4,3,SI
208,SI,Masculino,25,Universidad A,Ciencias Sociales,Viña del Mar,C. Lo utilizo con frecuencia (4–5 veces al mes),5,1,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,4,1,1,1,5,5,5,5,desde los beneficios considero que utilizar chat gpt puede ser una herramienta sumamente útil para esas instancias en donde cierto tipo de materias pasadas en la universidad son difíciles de comprender y los docentes son poco empáticos ante la dificultad de generar el conocimiento necesario  para lo que chat gpt puede incluso llegar a enseñártelo con peras y manzanas.,4,4,4,SI
209,SI,Femenino,50,Universidad A,Ciencias Sociales,Concepción,D. Lo utilizo ocasionalmente (2–3 veces al mes),4,3,3,3,4,4,3,3,4,4,4,4,4,5,5,5,5,4,5,5,5,3,3,3,3,Entregar dando un enfoque de una estudiante de psicología una respuesta a un ensayo solicitado en una asignatura en la Universidad.,3,3,3,SI
210,SI,Femenino,26,Universidad A,Ciencias Sociales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),1,1,1,2,2,3,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,1,1,1,1,Para buscar significados de temas o palabras,3,3,3,SI
211,SI,Femenino,25,Universidad A,Medicina y Ciencias de La Salud,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),4,3,3,3,3,3,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,3,4,3,3,,4,4,4,SI
212,SI,Preferiría no contestar,37,Universidad A,Medicina y Ciencias de La Salud,Santiago,E. Lo utilizo menos de dos veces al mes,2,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,3,4,4,3,2,1,2,1,,2,2,2,SI
213,SI,Masculino,32,Universidad A,Medicina y Ciencias de La Salud,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,Para realizar flashcard y explicar terminos complicados y ocupar el metodo de estudio 80/20,3,4,4,SI
214,SI,Masculino,25,Universidad A,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),4,4,4,4,3,3,3,2,2,2,3,2,4,4,4,4,4,5,5,4,4,3,3,2,3,,3,3,3,SI
215,SI,Femenino,34,Universidad A,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,5,5,5,3,3,4,2,3,1,5,3,4,5,5,5,5,4,4,2,4,3,3,2,5,Lo uso para mejorar redacción en trabajos que he escrito con anterioridad y para crear preguntas con sus respectivas respuestas en casos previamente descritos a la IA y así prepararme para posibles interrogaciones ,4,4,4,SI
216,SI,Masculino,45,Universidad A,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),2,2,4,4,4,5,5,5,5,5,4,4,5,5,5,5,5,4,4,3,3,3,2,2,5,Lo he usado para estudiar  entregándole los apuntes para que me genere posibles preguntas que pudiera hacer el profesor.,3,3,3,SI
217,SI,Masculino,26,Universidad A,Ciencias Sociales,Viña del Mar,D. Lo utilizo ocasionalmente (2–3 veces al mes),3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2,3,,3,2,3,SI
218,SI,Femenino,27,Universidad A,Ciencias Sociales,Concepción,D. Lo utilizo ocasionalmente (2–3 veces al mes),1,1,1,2,1,1,4,4,2,1,4,2,5,5,5,5,5,3,2,3,4,4,2,2,5,"La mayoria de las veces uso chatgpt para lograr comprender ideas o también ayuda a mejorar la redacción. 
Es innevitable hacer a un lado las nuevas herramientas. Si bien debemos ser responsable  como estudiantes  con este uso de IA también debemos saber aprovecharlas de la mejor manera posible.",3,2,3,SI
219,SI,Femenino,51,Universidad A,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,,3,3,3,SI
220,SI,Femenino,44,Universidad A,Ciencias Sociales,Santiago,E. Lo utilizo menos de dos veces al mes,2,1,1,1,1,1,2,1,1,5,1,1,1,5,1,1,1,1,5,1,1,5,5,2,3,,1,1,1,SI
221,SI,Masculino,32,Universidad A,Ciencias Sociales,Concepción,E. Lo utilizo menos de dos veces al mes,2,1,2,3,3,3,4,4,4,4,4,3,3,3,3,3,2,4,2,2,3,4,4,3,4,he utilizado frecuentemente AI en el ámbito profesional  con la finalidad de estructurar argumentos e ideas que he querido plasmar en informes  correos electrónicos y diversas gestiones y/o solicitudes  generalmente  reviso críticamente las respuestas que me entrega el sistema y corrijo o modifico en función de dar más precisión a lo que quiero comunicar  muchas veces incluyendo conceptos técnicos propios del area profesional en la que me desempeño.,3,3,3,SI
222,SI,Femenino,34,Universidad A,Medicina y Ciencias de La Salud,A distancia,B. Lo utilizo casi a diario (5–6 veces a la semana o más),2,1,1,1,1,1,1,3,3,3,3,2,4,3,4,4,5,3,3,4,3,4,3,1,5,Suelo pedirle que me explique académicamente un tema y que me sugiera referencias bibliográficas para complementar dicho tema,3,3,3,SI
223,SI,Femenino,27,Universidad A,Ciencias Sociales,A distancia,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,SI
224,SI,Masculino,25,Universidad A,Ciencias Sociales,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,1,1,3,3,3,4,4,4,4,4,1,4,4,3,4,1,1,1,1,5,3,5,3,No por el momento debido a la poca frecuencia de uso,3,4,3,SI
225,SI,Femenino,27,Universidad A,Medicina y Ciencias de La Salud,Viña del Mar,D. Lo utilizo ocasionalmente (2–3 veces al mes),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Académico para aclarar dudas y comparar con lo que tenía echo ,4,4,4,SI
226,SI,Femenino,30,Universidad A,Medicina y Ciencias de La Salud,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,NO
227,SI,Femenino,23,Universidad A,Ciencias Sociales,Viña del Mar,C. Lo utilizo con frecuencia (4–5 veces al mes),4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,,4,4,4,SI
228,SI,Masculino,53,Universidad A,Ciencias Sociales,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NO SE QUE ES CHATGPT,1,1,1,NO
229,SI,Masculino,33,Universidad A,Ciencias Sociales,A distancia,D. Lo utilizo ocasionalmente (2–3 veces al mes),1,1,1,1,2,3,4,5,5,5,5,4,3,3,5,3,4,4,4,3,4,4,5,5,5,"Búsqueda de datos en la redacción de informes y escritos.
Me ayuda a tener ideas o alternativas distintas a las que tengo pensadas.
",3,3,3,SI
230,SI,Masculino,32,Universidad A,Ciencias Sociales,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Es primera vez que lo leo  además es una herramienta buena. Pero para mí no. No es privado alguien lo mira siempre.,1,1,1,NO
231,NO,Femenino,20,Universidad A,Medicina y Ciencias de La Salud,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,Para escribir correo tengo mala ortografía a si es creo y el lo corrige y luego le escribo al profe.,1,1,1,SI
232,SI,Femenino,61,Universidad A,Ciencias Sociales,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,5,5,5,5,He utilizado chatgtp para estudiar  generando con la IA evaluaciones de mis conocimientos o explicaciones sobre dudas  en este caso la limitación es que se debe tener un nivel de conocimiento del tema para advertir los errores cuando la IA usa información no vigente. Respecto a consideraciones éticas está la tentación de usar la IA o para confeccionar un trabajo y entregarlo tal cual  pero como uno advierte que existen posibles errores es preferible usarlo como un apoyo de lectura rápida  y de entrega de puntos a tratar y desarrollar el trabajo uno mismo.,4,4,4,SI
233,SI,Femenino,41,Universidad A,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),2,1,4,1,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,4,El chat me ayuda a mejorar la redacción de mis propias ideas  creo que ese es un beneficio porque muchas veces ayuda a desarrollar un poco mas mis plantemientos. Las limitaciones son los tipos de redacción cuando le pido información de algún tema  es decir  la forma en que redacta las ideas o conclusiones  etc  son las mismas   y es fácil identificar cuando ha sido elaborado por el chat  porque sus conectores son universales  o tiene palabras que son propias de esta herramienta. Con respecto a las consideraciones éticas  lo primero  es NO utilizar este medio para copiar y pegar  en mi caso  jamás lo hago  pero muchas veces me arroja ideas  que me ayudan a poder explicar lo que quiero decir. En general soy una buena estudiante y me va super bien academicamente  por lo tanto  nunca he querido depender de que un programa que  piense por mi  porque durante mi formación   lo que más necesitamos desarrollar es el pensamiento crítico   desafío que he debido enfrentar durante mi preparación. ,2,2,2,SI
234,SI,Masculino,56,Universidad A,Ciencias Sociales,Viña del Mar,A. Lo utilizo tanto como puedo (al menos una vez al día),1,1,1,1,1,1,3,3,3,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,No lo sé usar,2,2,2,NO
235,SI,Femenino,25,Universidad A,Ciencias Sociales,Santiago,E. Lo utilizo menos de dos veces al mes,5,1,3,5,5,5,4,3,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,,4,4,4,SI
236,SI,Femenino,50,Universidad A,Ciencias Sociales,Viña del Mar,E. Lo utilizo menos de dos veces al mes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3,3,3,NO
237,SI,Femenino,28,Universidad A,Medicina y Ciencias de La Salud,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,5,3,3,4,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,,3,3,3,SI
238,SI,Femenino,34,Universidad A,Medicina y Ciencias de La Salud,Viña del Mar,C. Lo utilizo con frecuencia (4–5 veces al mes),3,1,3,1,1,2,1,1,1,1,1,2,3,3,3,3,3,3,4,3,3,1,1,1,1,,3,3,4,SI
239,SI,Femenino,41,Universidad A,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,1,5,5,3,3,5,5,5,5,5,5,4,5,5,5,5,5,3,2,2,5,3,3,5,Para estudiar le pido que me haga pruebas de alternativas o de verdadero y falso  aunque en varias ocasiones se ha equivocado  aunque suba el archivo  pero eso me permite identificar si sé  la materia o no.,3,3,4,SI
240,SI,Femenino,28,Universidad A,Medicina y Ciencias de La Salud,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,1,1,2,Para ver como solucionar una ecuacion de manera mas facil aunque sea mas larga pero entendible ,3,3,3,SI
241,SI,Femenino,22,Universidad A,Medicina y Ciencias de La Salud,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),1,1,1,1,1,2,2,3,3,1,3,1,3,4,2,3,3,5,4,4,3,4,4,4,4,,3,4,3,SI
242,SI,Masculino,70,Universidad A,Ciencias Sociales,Viña del Mar,A. Lo utilizo tanto como puedo (al menos una vez al día),3,5,5,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,5,5,4,5,5,4,5,Lo utilicé para hacer una reconstrucción de la política chilena desde mi nacimiento hasta el día de hoy y me entregaba muchas respuestas erróneas y sesgadas políticamente  se lo hacía ver  me pedía disculpas y corregía de inmediato el texto ,4,3,3,SI
243,SI,Femenino,20,Universidad A,Ciencias Sociales,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,3,4,5,3,4,4,5,"el resumir textos o explicarlo de una manera o bien más amplia o d otra forma para entenderlo sin salirse del contexto que le pedí  es mucho más comprensible entender las materias aveces o temas complicados que uno en clases no entiende siempre y es tarde para preguntarle a un docente
",4,4,4,SI
244,SI,Masculino,50,Universidad A,Ciencias Sociales,Viña del Mar,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,Mi tesis de grado  la cual consistió en un estudio cualitativo de dilemas éticos entre profesionales de la salud y pacientes  fue apoyada con modelos de lenguaje (Claude de Anthropic) para el análisis y caracterización de los dilemas. Además se utilizó para la revisión de documentación  generación de resúmenes y selección de papers.  ,3,4,2,SI
245,SI,Femenino,60,Universidad A,Ciencias Sociales,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),3,2,2,2,3,3,3,3,3,4,4,4,2,2,2,3,3,3,3,3,4,4,4,4,5,En la elaboración de descriptores para encuesta vocacional  accediendo a un número mayor de posibilidades que las contempladas en el trabajo de campo. Ello permitió simplificar y eficientar la redacción. Respecto de las consideraciones éticas  decir así  como se abren páginas web para revisión de material  se consultan textos escritos  el ChatGPT es otra herramienta  que sí debe transparentarse en el detalle de las fuentes consultadas.,3,4,4,SI
246,SI,Femenino,19,Universidad A,Medicina y Ciencias de La Salud,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),3,2,4,4,4,4,5,5,5,5,4,5,4,5,4,3,5,5,3,3,4,4,3,4,4,En una situación utilize uno de los ejemplos de cátedras para estudiar y le di las preguntas para que las respondiera de forma correcta  algunos beneficios eran que no solo me daba las respuestas si no que me decía porque las otras no serian algunas limitaciones que encontré fue que en algunas preguntas se equivocaba y al pedirle que corrigiera no podía y se volvia a equivocar  al ocurrir eso busque en el material subidos en la plataforma de la universidad para buscar las respuestas correctas  y me hizo desconfiar de si las respuestas anteriores estaban realmente bien por lo que límite su uso.,3,3,4,SI
247,SI,Femenino,60,Universidad A,Medicina y Ciencias de La Salud,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),4,2,4,3,2,3,4,4,3,4,4,3,3,4,3,4,4,3,3,3,3,4,3,2,4,La utilizo generalmente en la revisión de redacción de mis ideas y párrafos .  Y síntesis de ideas. ,4,4,4,SI
248,SI,Femenino,35,Universidad A,Ingeniería y Tecnología,A distancia,B. Lo utilizo casi a diario (5–6 veces a la semana o más),3,3,4,3,3,2,5,5,5,4,4,3,4,3,3,3,4,4,3,3,3,4,4,3,3,Para corroborar las respuestas de algún ejercicio aunque generalmente son diferentes a las que yo obtengo. Pero confío más en mis conocimientos guiado paso a paso por libros que en las respuestas entregada por chat GPT  que maneja la información de manera más amplia pero no los detalles. ,3,2,2,SI
249,SI,Masculino,36,Universidad A,Ciencias Sociales,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,2,1,3,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,3,,1,1,1,NO
250,SI,Femenino,18,Universidad A,Medicina y Ciencias de La Salud,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,1,1,3,3,1,1,1,1,3,1,2,2,1,3,1,3,3,1,3,1,1,1,4,no lo he usado mucho  pero las veces que si solo para algunas tareas de colegio y bueno  como no se utilizarlo a la perfección solo he escrito y he parafraseando lo que me dice.,3,3,3,SI
251,SI,Femenino,19,Universidad A,Ciencias Agrícolas,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,5,5,4,3,5,5,5,4,3,5,5,4,5,5,5,5,5,5,4,4,3,3,4,5,Me ha servido mucho para hacer resúmenes y así poder estudiar,4,4,4,SI
252,SI,Femenino,24,Universidad A,Ciencias Sociales,Viña del Mar,E. Lo utilizo menos de dos veces al mes,2,1,1,1,1,1,2,1,1,5,5,5,2,2,2,1,1,1,1,1,1,5,5,5,5,"Lo utilicé cómo herramienta consultiva  en paralelo a un trabajo hecho por mí y el código civil. Tenía la duda  después de una charla de la IA en mi campus  ya que dicen que la inteligencia artificial va a dejar sin trabajo a varios profesionales  entre ellos los abogados. Entonces  me pregunté  será que esta IA  sabe más que los humanos y más que mi profesora de Derecho Civil. Decidí abrir por primera vez una IA dem whatssap (No tenía idea que esto existía) y le escribí  ""Realiza una línea de tiempo  del procedimiento de interdiccion por demencia en Chile y sus artículos""   me arrojó en menos de 1 minuto una resolución  que no era precisa  más bien tomó conceptos y usó paráfrasis  en cuánto a los artículos no se ajustaban a lo solicitado. Creo que esta ""Herramienta""  no es efectiva. Conozco a un joven de la carrera de medicina veterinaria que hace todos los trabajos con IA  pero no tienen idea de nada si uno le pregunta. Entonces  que cálidad de profesionales se forman  el flojo trabaja doble. Creo que la IA es muy general  jamás va a ser especifica. Somos seres humanos que van cambiando constantemente  el derecho es dinámico. Pero la IA debería ser usada para cosas más importantes. Deberíamos actualizarnos en conjunto a la IA  enseñemosles a nuestros adultos mayores cómo usar una IA  ¿Han visto a los abuelos con los dispositivos alexa?  Conversan con ella  le preguntan la hora  les traduce  les hace cálculos y eso ayuda a su demencia a que su cerebro funcione y se active. Si bien hay modernización  hay que modernizar acorde a nuestra cultura en Chile. Hay que hacer las cosas bien. ",4,4,4,SI
253,SI,Masculino,21,Universidad A,Humanidades,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,Creo que es una buena herramienta para un bloqueo creativo  en este caso no sabía cómo comenzar un ensayo que me pidieron hacer  le pedí que me diera distintos puntos a analizar ya que me estaba costando identificarlos  finalmente me ayudo a empezar el trabajo más no a desarrollarlo,4,4,4,SI
254,SI,Masculino,23,Universidad A,Medicina y Ciencias de La Salud,Santiago,E. Lo utilizo menos de dos veces al mes,2,1,1,2,1,3,2,3,4,5,4,4,5,4,4,5,5,5,4,4,5,3,3,3,3,Utilice CHATGPT para crear un árbol de problemas  causas y consecuencias para lograr una buena utilización de palabras pero debía de ser muy especifica al momento de consultarle sobre lo que quería escribir como obj  consecuencia  etc. ,4,4,4,SI
255,SI,Masculino,25,Universidad A,Ciencias Sociales,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),3,3,3,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,3,2,3,3,3,Para usar ideas de como abordar mi tesis  sacar ideas de objetivos. Además de usarlo como guía para ciertos proyectos sobre todo para guiar el texto. ,4,4,4,SI
256,SI,Femenino,19,Universidad A,Humanidades,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),3,3,4,5,5,5,4,4,4,4,2,3,5,5,5,5,5,5,4,3,4,5,5,3,3,Lo he utilizado para corroborar información tal como usaría un buscador.,2,4,4,SI
257,SI,Masculino,22,Universidad A,Humanidades,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,5,5,5,4,3,4,3,3,4,5,5,5,4,5,5,5,5,5,5,5,5,5,He ocupado a ChatGPT para salir de bloqueos creativos  e incluso solucionar problemas legales  sin embargo  creo que es una herramienta que si se usa de manera correcta cambia o amplia perspectivas  siempre y cuando  la tarea principal se lleve a cabo por uno mismo.,4,2,3,SI
258,SI,Femenino,30,Universidad A,Ciencias Sociales,A distancia,B. Lo utilizo casi a diario (5–6 veces a la semana o más),2,5,5,5,2,3,5,4,4,5,5,4,5,5,5,4,4,5,5,4,5,5,4,3,5,Para informes universitarios suelo utilizar chat gpt como guía para que me detalle qué debo hacer y como responder de mejor forma a las escuetas instrucciones de algunas evaluaciones. Ademas en aquellos trabajos individuales lo utilizo como compañero de trabajo y debato ideas con el  ayudandome a ampliar mi visión sobre un tema. Tambien le pido ideas creativas sobre las cuales yo itero y termino definiendo mis propias ideas  usando de inspiración las recibidas por el chat. Si bien es un gran apoyo  es poco creativo y tambien su redacción es muy estructurada  además que cierta información es falsa  por tanto procuro siempre usarlo solo como apoyo,4,3,3,SI
